group,t,S
overall,8.666933766666666,0.9424689216536564
overall,8.67075,0.9421798207574436
overall,8.7606476,0.9418907198612307
overall,8.764527933333333,0.9416016189650179
overall,8.768508033333335,0.9413125180688051
overall,8.7919678,0.9410234171725923
overall,8.8561709,0.9407343162763795
overall,8.908011233333333,0.9404452153801667
overall,8.934634983333332,0.9401561144839539
overall,8.9473605,0.939867013587741
overall,8.948683866666666,0.9395779126915283
overall,8.949905016666666,0.9392888117953155
overall,8.980089583333333,0.9389997108991027
overall,8.985578633333335,0.9387106100028899
overall,9.013016666666665,0.9384215091066771
overall,9.021378633333335,0.9381324082104644
overall,9.021900033333333,0.9378433073142516
overall,9.065334083333333,0.9375542064180389
overall,9.070594583333333,0.9372651055218261
overall,9.079776783333333,0.9369760046256134
overall,9.0990085,0.9366869037294006
overall,9.1037502,0.9363978028331877
overall,9.129387033333334,0.936108701936975
overall,9.170079249999999,0.9358196010407623
overall,9.1956618,0.9355305001445495
overall,9.211240083333333,0.9352413992483368
overall,9.259744333333334,0.934952298352124
overall,9.313865683333335,0.9346631974559113
overall,9.365974849999999,0.9343740965596985
overall,9.381939516666668,0.9340849956634858
overall,9.4180207,0.933795894767273
overall,9.43075655,0.9335067938710602
overall,9.537807249999998,0.9332176929748474
overall,9.538056933333333,0.9329285920786347
overall,9.573394949999999,0.932639491182422
overall,9.58248465,0.9323503902862091
overall,9.589169683333333,0.9320612893899963
overall,9.597317949999999,0.9317721884937835
overall,9.63680495,0.9314830875975708
overall,9.656423833333333,0.931193986701358
overall,9.713554783333333,0.9309048858051452
overall,9.717715233333333,0.9306157849089325
overall,9.7192566,0.9303266840127197
overall,9.80724695,0.9300375831165069
overall,9.854202483333333,0.929748482220294
overall,9.87261625,0.9294593813240812
overall,9.90734335,0.9291702804278684
overall,9.91719885,0.9288811795316556
overall,9.946038833333334,0.9285920786354428
overall,9.947234283333334,0.92830297773923
overall,9.963474483333332,0.9280138768430172
overall,9.96850835,0.9277247759468045
overall,9.997270066666665,0.9274356750505917
overall,10.010460816666667,0.9271465741543788
overall,10.109160483333334,0.9268574732581661
overall,10.150801150000001,0.9265683723619534
overall,10.150965166666667,0.9262792714657407
overall,10.165711216666667,0.925990170569528
overall,10.172995533333333,0.9257010696733152
overall,10.195782266666667,0.9254119687771024
overall,10.2221026,0.9251228678808897
overall,10.24884315,0.9248337669846769
overall,10.261219083333334,0.9245446660884641
overall,10.285472433333332,0.9242555651922514
overall,10.293404816666667,0.9239664642960386
overall,10.306896266666666,0.9236773633998259
overall,10.310373033333333,0.923388262503613
overall,10.356196149999999,0.9230991616074002
overall,10.359373833333333,0.9228100607111874
overall,10.37758925,0.9225209598149746
overall,10.431269066666665,0.9222318589187619
overall,10.468071333333334,0.9219427580225491
overall,10.48741705,0.9216536571263363
overall,10.504899233333333,0.9213645562301235
overall,10.513486133333334,0.9210754553339108
overall,10.573012383333333,0.920786354437698
overall,10.597155033333333,0.9204972535414851
overall,10.619932433333334,0.9202081526452723
overall,10.638148583333333,0.9199190517490595
overall,10.638263616666668,0.9196299508528468
overall,10.677372616666666,0.919340849956634
overall,10.697492350000001,0.9190517490604212
overall,10.712838766666666,0.9187626481642084
overall,10.737449999999999,0.9184735472679957
overall,10.81146455,0.9181844463717829
overall,10.859754400000002,0.9178953454755701
overall,10.893157416666666,0.9176062445793572
overall,10.9303683,0.9173171436831444
overall,11.028707233333334,0.9170280427869316
overall,11.087583333333333,0.9167389418907189
overall,11.0878252,0.9164498409945062
overall,11.132504916666667,0.9161607400982934
overall,11.163700416666668,0.9158716392020807
overall,11.195320116666666,0.9155825383058679
overall,11.277187116666665,0.9152934374096552
overall,11.400871050000001,0.9150043365134424
overall,11.41129385,0.9147152356172297
overall,11.41171555,0.9144261347210169
overall,11.49699995,0.914137033824804
overall,11.579319183333332,0.9138479329285912
overall,11.603118716666668,0.9135588320323784
overall,11.605493183333333,0.9132697311361656
overall,11.609703566666667,0.9129806302399528
overall,11.68523875,0.9126915293437401
overall,11.709120233333334,0.9124024284475273
overall,11.757047016666666,0.9121133275513145
overall,11.78033255,0.9118242266551018
overall,11.7920497,0.9115351257588891
overall,11.80107465,0.9112460248626763
overall,11.861054683333332,0.9109569239664634
overall,11.872288033333332,0.9106678230702507
overall,11.974767750000002,0.910378722174038
overall,11.97852685,0.9100896212778252
overall,12.0260546,0.9098005203816125
overall,12.03063225,0.9095114194853998
overall,12.038919366666667,0.909222318589187
overall,12.062376916666667,0.9089332176929742
overall,12.097447016666667,0.9086441167967614
overall,12.157235616666666,0.9083550159005486
overall,12.225998116666666,0.9080659150043358
overall,12.261251683333334,0.907776814108123
overall,12.276266133333333,0.9074877132119102
overall,12.342886116666667,0.9071986123156975
overall,12.384581016666667,0.9069095114194847
overall,12.483802816666667,0.9066204105232719
overall,12.48767995,0.9063313096270591
overall,12.500674383333335,0.9060422087308463
overall,12.506670883333333,0.9057531078346335
overall,12.5486632,0.9054640069384207
overall,12.550240633333335,0.9051749060422078
overall,12.559661516666667,0.904885805145995
overall,12.5869507,0.9045967042497823
overall,12.6312672,0.9043076033535695
overall,12.675188133333334,0.9040185024573567
overall,12.689850833333333,0.903729401561144
overall,12.721911633333333,0.9034403006649312
overall,12.732202816666668,0.9031511997687184
overall,12.775447683333335,0.9028620988725056
overall,12.8051816,0.9025729979762928
overall,12.875058366666668,0.9022838970800799
overall,12.876541900000001,0.9019947961838671
overall,12.877330833333334,0.9017056952876543
overall,12.881734533333335,0.9014165943914415
overall,12.882103016666667,0.9011274934952288
overall,12.90432295,0.900838392599016
overall,12.958737216666666,0.9005492917028032
overall,13.002653716666666,0.9002601908065904
overall,13.011559016666666,0.8999710899103776
overall,13.018610533333334,0.8996819890141647
overall,13.030755666666666,0.8993928881179519
overall,13.06309525,0.8991037872217391
overall,13.0632383,0.8988146863255264
overall,13.084814833333333,0.8985255854293136
overall,13.157230550000001,0.8982364845331008
overall,13.161401233333333,0.897947383636888
overall,13.202446683333333,0.8976582827406752
overall,13.244365666666665,0.8973691818444625
overall,13.265553916666667,0.8970800809482496
overall,13.267902833333332,0.8967909800520368
overall,13.282436566666666,0.896501879155824
overall,13.388208883333334,0.8962127782596112
overall,13.4008989,0.8959236773633984
overall,13.457770483333332,0.8956345764671857
overall,13.487757566666666,0.8953454755709729
overall,13.551236183333334,0.8950563746747601
overall,13.687693916666666,0.8947672737785473
overall,13.76268395,0.8944781728823346
overall,13.802722683333334,0.8941890719861217
overall,13.843773283333332,0.8938999710899089
overall,13.849933383333333,0.8936108701936961
overall,13.8765319,0.8933217692974833
overall,13.885744066666666,0.8930326684012705
overall,13.907694183333332,0.8927435675050578
overall,13.914063633333335,0.892454466608845
overall,13.937764283333333,0.8921653657126323
overall,13.938969850000001,0.8918762648164195
overall,14.00731165,0.8915871639202068
overall,14.00793095,0.891298063023994
overall,14.0151522,0.8910089621277811
overall,14.030502116666666,0.8907198612315683
overall,14.07579545,0.8904307603353555
overall,14.120967933333333,0.8901416594391428
overall,14.133789316666668,0.88985255854293
overall,14.164930416666666,0.8895634576467173
overall,14.166123566666666,0.8892743567505046
overall,14.215710583333333,0.8889852558542918
overall,14.216158733333334,0.888696154958079
overall,14.216740750000001,0.8884070540618662
overall,14.2335291,0.8881179531656533
overall,14.23674055,0.8878288522694405
overall,14.241182866666666,0.8875397513732277
overall,14.264672216666666,0.8872506504770149
overall,14.3002825,0.8869615495808022
overall,14.34505785,0.8866724486845895
overall,14.365416666666667,0.8863833477883768
overall,14.366989850000001,0.886094246892164
overall,14.3899262,0.8858051459959512
overall,14.426824566666665,0.8855160450997385
overall,14.455940533333335,0.8852269442035258
overall,14.4955594,0.884937843307313
overall,14.5656122,0.8846487424111003
overall,14.584563283333333,0.8843596415148874
overall,14.661646350000002,0.8840705406186746
overall,14.661843316666667,0.8837814397224618
overall,14.684621466666666,0.883492338826249
overall,14.710999483333334,0.8832032379300363
overall,14.79356025,0.8829141370338236
overall,14.798998433333333,0.8826250361376108
overall,14.823477983333333,0.882335935241398
overall,14.85765895,0.8820468343451852
overall,14.8788692,0.8817577334489725
overall,14.928576566666667,0.8814686325527596
overall,14.931522066666668,0.8811795316565468
overall,15.052173633333332,0.880890430760334
overall,15.054321499999999,0.8806013298641212
overall,15.16647845,0.8803122289679084
overall,15.193326466666667,0.8800231280716956
overall,15.214015783333334,0.8797340271754828
overall,15.24906015,0.87944492627927
overall,15.258431183333332,0.8791558253830573
overall,15.27002655,0.8788667244868444
overall,15.29187335,0.8785776235906316
overall,15.3042995,0.8782885226944188
overall,15.30609795,0.877999421798206
overall,15.370875883333333,0.8777103209019932
overall,15.373663483333333,0.8774212200057805
overall,15.379208666666667,0.8771321191095677
overall,15.380214683333332,0.8768430182133549
overall,15.4770977,0.876553917317142
overall,15.520445366666667,0.8762648164209292
overall,15.536178283333333,0.8759757155247164
overall,15.546527383333334,0.8756866146285036
overall,15.559016000000002,0.8753975137322909
overall,15.591014699999999,0.8751084128360781
overall,15.615314166666668,0.8748193119398653
overall,15.641905283333333,0.8745302110436525
overall,15.682897033333335,0.8742411101474397
overall,15.692345233333333,0.873952009251227
overall,15.71945,0.8736629083550141
overall,15.762067949999999,0.8733738074588013
overall,15.771932999999999,0.8730847065625885
overall,15.77617945,0.8727956056663757
overall,15.77857665,0.8725065047701629
overall,15.805486683333333,0.8722174038739502
overall,15.814499816666666,0.8719283029777374
overall,15.845159116666668,0.8716392020815247
overall,15.850226350000002,0.871350101185312
overall,15.854282233333333,0.8710610002890992
overall,15.887661683333333,0.8707718993928864
overall,15.88912515,0.8704827984966735
overall,15.905597883333334,0.8701936976004608
overall,15.909199300000001,0.869904596704248
overall,15.929077366666666,0.8696154958080352
overall,15.931807983333334,0.8693263949118224
overall,15.971929466666667,0.8690372940156096
overall,16.044057783333333,0.8687481931193968
overall,16.146346233333333,0.868459092223184
overall,16.259062183333334,0.8681699913269711
overall,16.25948615,0.8678808904307583
overall,16.270418616666667,0.8675917895345455
overall,16.297705333333333,0.8673026886383327
overall,16.300484133333335,0.86701358774212
overall,16.323145383333333,0.8667244868459072
overall,16.327909866666666,0.8664353859496944
overall,16.351039883333335,0.8661462850534816
overall,16.363326316666665,0.8658571841572688
overall,16.368508033333335,0.8655680832610559
overall,16.411283,0.8652789823648431
overall,16.442733933333333,0.8649898814686303
overall,16.5208074,0.8647007805724175
overall,16.525977933333333,0.8644116796762047
overall,16.53580991666667,0.864122578779992
overall,16.580316616666668,0.8638334778837792
overall,16.589146799999998,0.8635443769875664
overall,16.6391068,0.8632552760913536
overall,16.642737933333333,0.8629661751951407
overall,16.6484411,0.8626770742989279
overall,16.656762166666667,0.8623879734027151
overall,16.688940616666667,0.8620988725065023
overall,16.706654466666667,0.8618097716102895
overall,16.718276533333334,0.8615206707140767
overall,16.730086149999998,0.8612315698178639
overall,16.803901183333334,0.860942468921651
overall,16.8068625,0.8606533680254382
overall,16.90388255,0.8603642671292255
overall,16.937478916666667,0.8600751662330127
overall,16.959205216666668,0.8597860653367999
overall,16.979280016666667,0.8594969644405872
overall,16.992135533333332,0.8592078635443745
overall,16.9942509,0.8589187626481617
overall,17.014181316666665,0.8586296617519489
overall,17.01463426666667,0.8583405608557362
overall,17.062712316666666,0.8580514599595234
overall,17.08193041666667,0.8577623590633106
overall,17.107073166666666,0.8574732581670977
overall,17.136627316666665,0.8571841572708849
overall,17.161744300000002,0.8568950563746721
overall,17.198798399999998,0.8566059554784594
overall,17.231514116666666,0.8563168545822467
overall,17.285524333333335,0.856027753686034
overall,17.286109166666666,0.8557386527898212
overall,17.292980683333333,0.8554495518936085
overall,17.2937739,0.8551604509973958
overall,17.343116666666667,0.854871350101183
overall,17.37361458333333,0.8545822492049702
overall,17.485272716666667,0.8542931483087574
overall,17.4932504,0.8540040474125447
overall,17.515266066666666,0.8537149465163318
overall,17.55729665,0.8534258456201191
overall,17.571417983333333,0.8531367447239063
overall,17.611252466666667,0.8528476438276936
overall,17.6375147,0.8525585429314808
overall,17.657173883333332,0.852269442035268
overall,17.6889574,0.8519803411390552
overall,17.692932883333334,0.8516912402428424
overall,17.762820299999998,0.8514021393466296
overall,17.879924716666668,0.8511130384504167
overall,17.946091666666668,0.8508239375542039
overall,17.968402516666668,0.8505348366579911
overall,17.988405883333332,0.8502457357617783
overall,18.016688283333334,0.8499566348655655
overall,18.06991683333333,0.8496675339693528
overall,18.082762549999998,0.84937843307314
overall,18.087688816666667,0.8490893321769273
overall,18.0877439,0.8488002312807145
overall,18.1132444,0.8485111303845018
overall,18.1232739,0.8482220294882891
overall,18.12563553333333,0.8479329285920763
overall,18.148097683333333,0.8476438276958634
overall,18.165073833333334,0.8473547267996507
overall,18.1767132,0.8470656259034379
overall,18.1937805,0.8467765250072251
overall,18.19665601666667,0.8464874241110123
overall,18.232261750000003,0.8461983232147996
overall,18.243379033333333,0.8459092223185868
overall,18.271439616666665,0.8456201214223741
overall,18.3150515,0.8453310205261613
overall,18.3650141,0.8450419196299486
overall,18.3825912,0.8447528187337358
overall,18.391840950000002,0.8444637178375229
overall,18.394525433333335,0.8441746169413101
overall,18.41146666666667,0.8438855160450973
overall,18.4725225,0.8435964151488845
overall,18.49158505,0.8433073142526717
overall,18.503100483333334,0.8430182133564589
overall,18.52816173333333,0.8427291124602461
overall,18.658855366666668,0.8424400115640333
overall,18.664876366666665,0.8421509106678204
overall,18.72494986666667,0.8418618097716076
overall,18.743594383333335,0.8415727088753948
overall,18.770652916666666,0.8412836079791821
overall,18.7735204,0.8409945070829693
overall,18.787546516666666,0.8407054061867565
overall,18.803711733333333,0.8404163052905437
overall,18.805689683333334,0.8401272043943309
overall,18.826966283333334,0.839838103498118
overall,18.83196996666667,0.8395490026019052
overall,18.836651933333332,0.8392599017056924
overall,18.84050655,0.8389708008094797
overall,18.911796083333336,0.8386816999132669
overall,18.983907716666668,0.8383925990170541
overall,18.99817295,0.8381034981208413
overall,19.04382405,0.8378143972246286
overall,19.045456016666666,0.8375252963284159
overall,19.0847936,0.8372361954322031
overall,19.115834,0.8369470945359904
overall,19.141461233333334,0.8366579936397776
overall,19.155355633333333,0.8363688927435647
overall,19.206614733333332,0.836079791847352
overall,19.236815733333334,0.8357906909511392
overall,19.286777033333333,0.8355015900549264
overall,19.299157533333336,0.8352124891587136
overall,19.304282750000002,0.8349233882625009
overall,19.3046751,0.8346342873662882
overall,19.413640933333333,0.8343451864700754
overall,19.4802817,0.8340560855738627
overall,19.590632416666665,0.8337669846776499
overall,19.595001083333333,0.8334778837814371
overall,19.606597833333336,0.8331887828852242
overall,19.6133014,0.8328996819890114
overall,19.639472016666666,0.8326105810927986
overall,19.686655499999997,0.8323214801965858
overall,19.710776516666666,0.8320323793003731
overall,19.72779615,0.8317432784041604
overall,19.75909175,0.8314541775079476
overall,19.84877475,0.8311650766117348
overall,19.907681733333334,0.8308759757155221
overall,19.9379241,0.8305868748193093
overall,19.97699008333333,0.8302977739230966
overall,20.05264845,0.8300086730268837
overall,20.0987703,0.829719572130671
overall,20.11784905,0.8294304712344583
overall,20.202111600000002,0.8291413703382455
overall,20.211203416666667,0.8288522694420328
overall,20.2316355,0.82856316854582
overall,20.259159333333333,0.8282740676496072
overall,20.280152166666667,0.8279849667533945
overall,20.309034999999998,0.8276958658571817
overall,20.327187849999998,0.827406764960969
overall,20.333616316666667,0.8271176640647562
overall,20.381774716666666,0.8268285631685434
overall,20.392180399999997,0.8265394622723305
overall,20.413769233333333,0.8262503613761178
overall,20.49097971666667,0.8259612604799051
overall,20.5029632,0.8256721595836923
overall,20.54189726666667,0.8253830586874795
overall,20.58339885,0.8250939577912667
overall,20.676519583333334,0.8248048568950539
overall,20.718708183333334,0.8245157559988411
overall,20.733621333333335,0.8242266551026284
overall,20.751736666666666,0.8239375542064157
overall,20.752085700000002,0.8236484533102029
overall,20.7539686,0.82335935241399
overall,20.757847583333334,0.8230702515177772
overall,20.760291183333333,0.8227811506215644
overall,20.8340875,0.8224920497253516
overall,20.836302666666665,0.8222029488291388
overall,20.894928466666666,0.821913847932926
overall,20.938994716666667,0.8216247470367132
overall,20.946314283333333,0.8213356461405004
overall,20.97513005,0.8210465452442876
overall,20.98006666666667,0.8207574443480747
overall,21.039561,0.8204683434518619
overall,21.099181166666664,0.8201792425556491
overall,21.15403888333333,0.8198901416594363
overall,21.186916433333334,0.8196010407632235
overall,21.25293735,0.8193119398670107
overall,21.26601733333333,0.819022838970798
overall,21.3044091,0.8187337380745852
overall,21.31967213333333,0.8184446371783723
overall,21.371302766666666,0.8181555362821595
overall,21.377075433333335,0.8178664353859467
overall,21.402474516666665,0.8175773344897339
overall,21.473084716666666,0.8172882335935211
overall,21.48659638333333,0.8169991326973084
overall,21.590795766666666,0.8167100318010956
overall,21.594104683333335,0.8164209309048829
overall,21.601343216666667,0.8161318300086701
overall,21.60461613333333,0.8158427291124573
overall,21.635088383333333,0.8155536282162444
overall,21.646528683333333,0.8152645273200317
overall,21.676458,0.814975426423819
overall,21.735800349999998,0.8146863255276063
overall,21.757424,0.8143972246313935
overall,21.79317205,0.8141081237351807
overall,21.802958333333333,0.8138190228389679
overall,21.827275766666666,0.8135299219427551
overall,21.842817266666668,0.8132408210465423
overall,21.891094866666666,0.8129517201503295
overall,21.892671399999998,0.8126626192541166
overall,21.91443695,0.8123735183579038
overall,21.920086183333336,0.8120844174616911
overall,21.925417683333333,0.8117953165654784
overall,21.935244516666668,0.8115062156692656
overall,21.942543016666665,0.8112171147730528
overall,21.95295851666667,0.81092801387684
overall,22.08807725,0.8106389129806272
overall,22.104458983333334,0.8103498120844144
overall,22.123204533333332,0.8100607111882017
overall,22.174727083333334,0.809771610291989
overall,22.181698200000003,0.8094825093957762
overall,22.188365633333333,0.8091934084995633
overall,22.19168823333333,0.8089043076033505
overall,22.22487305,0.8086152067071377
overall,22.2301904,0.808326105810925
overall,22.23222121666667,0.8080370049147122
overall,22.256770483333334,0.8077479040184994
overall,22.29174835,0.8074588031222867
overall,22.292497583333333,0.8071697022260739
overall,22.331262849999998,0.8068806013298611
overall,22.33721543333333,0.8065915004336482
overall,22.34844435,0.8063023995374355
overall,22.40985058333333,0.8060132986412227
overall,22.479101616666664,0.8057241977450099
overall,22.541880900000002,0.8054350968487971
overall,22.565027816666667,0.8051459959525844
overall,22.614246416666667,0.8048568950563717
overall,22.644470733333332,0.8045677941601589
overall,22.6700687,0.8042786932639461
overall,22.74252915,0.8039895923677334
overall,22.789760966666666,0.8037004914715206
overall,22.82533031666667,0.8034113905753077
overall,22.854111483333334,0.803122289679095
overall,22.866417416666664,0.8028331887828822
overall,22.930431433333336,0.8025440878866694
overall,22.931035716666667,0.8022549869904566
overall,22.957331716666665,0.8019658860942438
overall,22.988230849999997,0.8016767851980311
overall,23.041984366666668,0.8013876843018183
overall,23.094614033333336,0.8010985834056055
overall,23.094677766666667,0.8008094825093927
overall,23.137789549999997,0.8005203816131798
overall,23.154083816666667,0.800231280716967
overall,23.25843605,0.7999421798207542
overall,23.28740005,0.7996530789245414
overall,23.29224866666667,0.7993639780283287
overall,23.377118366666664,0.7990748771321159
overall,23.382822833333332,0.7987857762359031
overall,23.4285513,0.7984966753396903
overall,23.468869533333336,0.7982075744434775
overall,23.494592333333333,0.7979184735472646
overall,23.53905478333333,0.7976293726510518
overall,23.54380595,0.7973402717548391
overall,23.556338,0.7970511708586263
overall,23.59637425,0.7967620699624136
overall,23.641425966666667,0.7964729690662008
overall,23.663874933333332,0.796183868169988
overall,23.6800304,0.7958947672737753
overall,23.71280468333333,0.7956056663775626
overall,23.743930483333333,0.7953165654813498
overall,23.753298683333334,0.795027464585137
overall,23.780724000000003,0.7947383636889241
overall,23.807276100000003,0.7944492627927114
overall,23.924992883333335,0.7941601618964987
overall,24.017026933333334,0.7938710610002859
overall,24.13871885,0.7935819601040731
overall,24.2304184,0.7932928592078603
overall,24.24073986666667,0.7930037583116475
overall,24.31025375,0.7927146574154347
overall,24.362505416666668,0.7924255565192219
